
1,0.00000000,0.00000000,38.108,-0.128,3.189,0,0,0,0
2,0.00000000,0.00000000,38.107,-0.202,4.187,0,0,0,0
3,0.00000000,0.00000000,38.107,-0.277,5.184,0,0,0,0
4,0.00000000,0.00000000,38.107,-0.351,6.181,0,0,0,0
5,0.00000000,0.00000000,38.107,-0.426,7.178,0,0,0,0
6,0.00000000,0.00000000,38.108,-0.500,8.176,0,0,0,0
7,0.00000000,0.00000000,38.109,-0.574,9.173,0,0,0,0
8,0.00000000,0.00000000,38.110,-0.649,10.170,0,0,0,0
9,0.00000000,0.00000000,38.110,-0.723,11.167,0,0,0,0
10,0.00000000,0.00000000,38.110,-0.798,12.164,0,0,0,0
11,0.00000000,0.00000000,38.110,-0.872,13.162,0,0,0,0
12,0.00000000,0.00000000,38.110,-0.947,14.159,0,0,0,0
13,0.00000000,0.00000000,38.110,-1.021,15.156,0,0,0,0
14,0.00000000,0.00000000,38.110,-1.096,16.153,0,0,0,0
15,0.00000000,0.00000000,38.110,-1.170,17.151,0,0,0,0
16,0.00000000,0.00000000,38.110,-1.245,18.148,0,0,0,0
17,0.00000000,0.00000000,38.110,-1.246,19.685,0,0,0,0
18,0.00000000,0.00000000,38.110,-1.242,20.685,0,0,0,0
19,0.00000000,0.00000000,38.110,-1.238,21.685,0,0,0,0
20,0.00000000,0.00000000,38.110,-1.235,22.685,0,0,0,0
21,0.00000000,0.00000000,38.110,-1.231,23.685,0,0,0,0
22,0.00000000,0.00000000,38.110,-1.227,24.685,0,0,0,0
23,0.00000000,0.00000000,38.110,-1.223,25.685,0,0,0,0
24,0.00000000,0.00000000,38.110,-1.219,26.685,0,0,0,0
25,0.00000000,0.00000000,38.110,-1.216,27.685,0,0,0,0
26,0.00000000,0.00000000,38.110,-1.212,28.685,0,0,0,0
27,0.00000000,0.00000000,38.110,-1.208,29.685,0,0,0,0
28,0.00000000,0.00000000,38.110,-1.204,30.685,0,0,0,0
29,0.00000000,0.00000000,38.110,-1.200,31.685,0,0,0,0
30,0.00000000,0.00000000,38.110,-1.197,32.685,0,0,0,0
31,0.00000000,0.00000000,38.110,-1.193,33.685,0,0,0,0
32,0.00000000,0.00000000,38.110,-1.189,34.685,0,0,0,0
33,0.00000000,0.00000000,38.110,-1.185,35.685,0,0,0,0
34,0.00000000,0.00000000,38.110,-1.181,36.685,0,0,0,0
35,0.00000000,0.00000000,38.110,-1.178,37.685,0,0,0,0
36,0.00000000,0.00000000,38.110,-1.174,38.685,0,0,0,0
37,0.00000000,0.00000000,38.110,-1.170,39.685,0,0,0,0
38,0.00000000,0.00000000,38.110,-1.166,40.685,0,0,0,0
39,0.00000000,0.00000000,38.110,-1.163,41.685,0,0,0,0
40,0.00000000,0.00000000,38.110,-1.159,42.685,0,0,0,0
41,0.00000000,0.00000000,38.110,-1.155,43.685,0,0,0,0
42,0.00000000,0.00000000,38.110,-1.151,44.685,0,0,0,0
43,0.00000000,0.00000000,38.110,-1.147,45.685,0,0,0,0
44,0.00000000,0.00000000,38.110,-1.144,46.685,0,0,0,0
45,0.00000000,0.00000000,38.110,-1.140,47.685,0,0,0,0
46,0.00000000,0.00000000,38.110,-1.136,48.685,0,0,0,0
47,0.00000000,0.00000000,38.110,-1.132,49.685,0,0,0,0
48,0.00000000,0.00000000,38.110,-1.127,50.685,0,0,0,0
49,0.00000000,0.00000000,38.110,-1.123,51.685,0,0,0,0
50,0.00000000,0.00000000,38.110,-1.119,52.685,0,0,0,0
